License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Number,Agency Zone Office Name,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,ZIP,License Certificate Number,License Received Date
1317320,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,CEKAJ CORP,AMICI RESTAURANT,165 MULBERRY ST,,NEW YORK,NY,10013,,04/09/2019
1317321,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,W & F SCARSDALE INC,WOOD & FIRE NEAPOLITAN STYLE PIZZA,118 BROOK ST,,SCARSDALE,NY,10583,,04/09/2019
1317323,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,72 CIBAO RESTAURANT CORP,,72 CLINTON ST,,NEW YORK,NY,10002,,04/09/2019
1317326,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,AURA COCINA & BAR INC,,315 MESEROLE ST,,BROOKLYN,NY,11206,,04/09/2019
1317327,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,FUJI BUFFET GREEN ACRES INC,MR & MRS CRAB,2034 GREEN ACRES MALL ,SPACE 15A,VALLEY STREAM,NY,11581,,04/09/2019
1317329,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,POMOS DINING LLC,POMODORINO RISTORANTE ITALIANO,326 W JERICHO TPKE,,HUNTINGTON,NY,11743,,04/09/2019
1317332,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,EAST HAMPTON MARKET & DELI INC,EAST HAMPTON MARKET,36 RACE LN,,EAST HAMPTON,NY,11937,,04/10/2019
1317333,LIQUOR STORE,222,L,1,New York City,WESTCHESTER,329 MAMARONECK LIQUORS INC,MAMARONECK WINES & SPIRITS,329 MAMARONECK AVE,,MAMARONECK,NY,10543,,04/10/2019
1317335,LIQUOR STORE,222,L,1,New York City,KINGS,43 LIQUORS INC,,4223 8TH AVE,1ST FL,BROOKLYN,NY,11232,,04/10/2019
1317340,WHOLESALE BEER(CO),105,CO,1,New York City,RICHMOND,ROSS BREWING COMPANY LLC,ROSS BEER COMPANY,73 WAVE ST,STE 4,STATEN ISLAND,NY,10304,,04/10/2019
1317341,EATING PLACE BEER,141,EB,1,New York City,NEW YORK,SK WINGERS INC,BEST WINGERS,174 DELANCEY ST,,NEW YORK,NY,10002,,04/10/2019
1317343,WHOLESALE BEER(C),103,C,1,New York City,BRONX,NEW ENGLAND BEVERAGES LLC,DUMMY FILE,1801 BOONE AVE,,BRONX,NY,10460,,04/10/2019
1317344,WHOLESALE BEER(C),103,C,1,New York City,BRONX,NEW ENGLAND BEVERAGES LLC,,1817 BOONE AVE,,BRONX,NY,10460,,04/10/2019
1317345,WHOLESALE CIDER,104,BC,1,New York City,BRONX,NEW ENGLAND BEVERAGES LLC,,1817 BOONE AVE,,BRONX,NY,10460,,04/10/2019
1317346,HOTEL WINE,342,HW,1,New York City,KINGS,HUNGRY BURRITO I INC,,510 MORGAN AVE,,BROOKLYN,NY,11222,,04/10/2019
1317347,RESTAURANT WINE,341,RW,1,New York City,QUEENS,C & Z GROUP INC,,35-32 UNION ST,,FLUSHING,NY,11354,,04/10/2019
1317350,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,LA KAMELIA BAR AND RESTAURANT INC,,1802 WESTCHESTER AVE,,BRONX,NY,10472,,04/10/2019
1317352,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,CASA RUBIO CAFE CORP,CASA RUBIO CAFE ,25-17 ASTORIA BLVD,,ASTORIA,NY,11102,,04/11/2019
1317353,RESTAURANT WINE,341,RW,1,New York City,QUEENS,CHUAN LAO HUI CORPORATION,,43-23 43-25 MAIN ST,,FLUSHING,NY,11355,,04/11/2019
1317354,GROCERY STORE BEER,122,A,1,New York City,BRONX,985 DAY & NIGHT DELI GROCERY LLC,,985 E 174 ST,,BRONX,NY,10460,,04/11/2019
1317355,LIQUOR STORE,222,L,1,New York City,KINGS,CHEUK TO LIU,,3821 8TH AVE ,,BROOKLYN,NY,11232,,04/11/2019
1317356,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,BERRY GOLF CLUB LLC,CINDERELLA STORY,8 BERRY ST,,BROOKLYN,NY,11249,,04/12/2019
1317357,SUMMER RESTAURANT WINE,345,SW,1,New York City,WESTCHESTER,POTAYTO POTAHTO LLC,FALAFEL TACO,30 WHEELER AVE,,PLEASANTVILLE,NY,10570,,04/12/2019
1317358,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,SLURPEE PALACE LLC,FOOD MART,515 E MAIN ST,,BAYSHORE,NY,11706,,04/12/2019
1317360,RESTAURANT WINE,341,RW,1,New York City,QUEENS,SHP FAMILY CORP,MR. SOON TOFU,152-22 NORTHERN BLVD,,FLUSHING,NY,11354,,04/12/2019
1317363,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,EBIE CORP,MAD FOR CHICKEN,617 GRAND ST,,BROOKLYN,NY,11211,,04/12/2019
1317366,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,2 EAST 15TH STREET LLC & CLOVER RESTAURANT MGM LLC,THE WELL,2 E 15TH ST,,NEW YORK,NY,10003,,04/12/2019
1317367,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,CASA ORA LLC,,148 MESEROLE ST,,BROOKLYN,NY,11206,,04/12/2019
1317368,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,WURLD'S WURST FOODS LLC,WURLDS WURST,130 W HOUSTON ST,,NEW YORK,NY,10012,,04/12/2019
1317369,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,BEN RESTAURANT CORP,HOME THE BRONX STEAKHOUSE,222 224 W 238TH ST,,BRONX,NY,10463,,04/12/2019
1317372,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,"HEADLESS WIDOW LLC, THE",HEADLESS WIDOW,99 1ST AVE,,NEW YORK,NY,10003,,04/12/2019
1317375,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,JOYFUL EATS TWO LLC,MIMI CHENG'S DUMPLINGS,380 BROOME ST,,NEW YORK,NY,10013,,04/12/2019
1317377,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,PRIME SQUARE RESTAURANT CORP,PRIME CATCH 46,140 W 46TH ST,,NEW YORK,NY,10036,,04/12/2019
1317379,RESTAURANT WINE,341,RW,1,New York City,KINGS,SAPORITA CORP,MAMA CAPRI,247 SMITH ST,,BROOKLYN,NY,11231,,04/12/2019
1317383,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,EL ATICO RESTAURANT CORP,,103-11 39TH AVE ,,CORONA,NY,11368,,04/12/2019
1317384,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,LE QUIGNON LLC,,1970 MONTAUK HWY,,BRIDGEHAMPTON,NY,11932,,04/12/2019
1317385,RESTAURANT WINE,341,RW,1,New York City,NASSAU,SEMPRE FAME INC,SEMPRE FAME,374 TULIP AVE,,FLORAL PARK,NY,11001,,04/13/2019
1317386,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,MARK INTERNATIONAL LLC,COME N PICK,63 01 39TH AVE,,WOODSIDE,NY,11377,,04/13/2019
1317389,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,STAR PORTION SERVICE INC,,271 PORTION RD,,RONKONKOMA,NY,11779,,04/13/2019
1317392,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,230 NINTH AVENUE RESTAURANT LLC,,230 9TH AVENUE,,NEW YORK,NY,10001,,04/13/2019
1317393,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,CARISSA'S BAKERY LLC,,221 PANTIGO RD,,EAST HAMPTON,NY,11937,,04/13/2019
1317395,RESTAURANT WINE,341,RW,1,New York City,KINGS,EL DIVINO REY RESTAURANT INC,,6808 NEW UTRECHT AVE,,BROOKLYN,NY,11219,,04/13/2019
1317396,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,SAND STORM INC,EGP LAND AND SEA,2 PETTIT PL,,ISLAND PARK,NY,11558,,04/13/2019
1317398,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,FRESH FOOD CHOICE CORP,,2715 MERMAID AVE,,BROOKLYN,NY,11224,,04/13/2019
1317401,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,KAZE JAPANESE SUSHI & HIBACHI INC,KAZE JAPANESE SUSHI & HIBACHI,4037 HEMPSTEAD TPKE,,BETHPAGE,NY,11714,,04/13/2019
1317403,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,#1 PHO INC,ZEN YAI,208 GRAND ST,,BROOKLYN,NY,11211,,04/13/2019
1317408,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,AGM RESTAURANT INC,INTERNATIONAL CAFE,103 ADEE ST,,PORT CHESTER,NY,10573,,04/15/2019
1317409,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,HOYT GOURMET DELI MARKET CORP,,182 HOYT ST,,BROOKLYN,NY,11217,,04/15/2019
1317411,GROCERY STORE BEER,122,A,1,New York City,SUFFOLK,LA BODEGA LATINA AND GROCERY INC,,50 MIDDLE COUNTRY RD,"UNIT A, B",CORAM,NY,11727,,04/15/2019
1317413,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NASSAU,SUPERB CONVENIENCE & DELI INC,,2264 WANTAGH AVE,,WANTAGH,NY,11793,,04/15/2019
1317415,LIQUOR STORE,222,L,1,New York City,QUEENS,COST LOW WINES & LIQUORS ONE INC,,91-20 59TH ST,,ELMHURST,NY,11373,,04/15/2019
1317416,RESTAURANT WINE,341,RW,1,New York City,SUFFOLK,PLAZA MERENGUE RESTAURANT CORP,,739 SUFFOLK AVE,,BRENTWOOD,NY,11717,,04/15/2019
1317418,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,BAMA FOOD CORP,,785 789 GRAND ST,,BROOKLYN,NY,11211,,04/15/2019
1317421,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,CHIPOTLE MEXICAN GRILL OF COLORADO LLC ,CHIPOTLE MEXICAN GRILL #3309,474 FULTON ST,,BROOKLYN,NY,11201,,04/15/2019
1317422,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,AKSHAD INC,7 ELEVEN STORE #34298B,250 SMITHTOWN BLVD,,SMITHTOWN,NY,11787,,04/15/2019
1317423,CLUB LIQUOR,243,CL,1,New York City,SUFFOLK,"BRIDGEHAMPTON CLUB, THE",,301 OCEAN RD,,BRIDGEHAMPTON,NY,11932,,04/15/2019
1317425,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,20 WEST 33RD STREET CORP,SHABU GARDEN,20 W 33RD ST,UNIT 2001B,NEW YORK,NY,10001,,04/15/2019
1317426,CATERING ESTABLISHMENT,246,CT,1,New York City,NEW YORK,CONVENE AT 605 THIRD AVENUE LLC,,605 3RD AVE,7TH FL,NEW YORK,NY,10158,,04/15/2019
1317427,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,LINDA'S RIVERSIDE PIZZERIA LLC,LINDA'S RIVERSIDE PIZZERIA & CAFE,100 RIVIERA DR,,KINGS PARK,NY,11754,,04/15/2019
1317430,"GROCERY CHAIN, BEER ONLY",128,A,1,New York City,QUEENS,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #19221,1479 BEACH CHANNEL DR,,FAR ROCKAWAY,NY,11691,,04/15/2019
1317432,"GROCERY CHAIN, BEER ONLY",128,A,1,New York City,QUEENS,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #19203,35-27 31ST ST ,,ASTORIA,NY,11106,,04/15/2019
1317433,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,150 03 REST CORP,,150-03 CROSS BAY BLVD,,OZONE PARK,NY,11417,,04/16/2019
1317434,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NASSAU,7 ELEVEN INC,STORE #35634J,415 MILL RD,,HEWLETT,NY,11557,,04/16/2019
1317436,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,PACIFIC EAST GROUP INC,CURRY EXPRESS,130 E 29TH ST,,NEW YORK,NY,10016,,04/16/2019
1317437,CATERING ESTABLISHMENT,246,CT,1,New York City,KINGS,SUNSET PARK FARM LLC,BROOKLYN GRANGE,850 3RD AVE,ROOFTOP,BROOKLYN,NY,11232,,04/16/2019
1317438,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,SHIVALAY DELI INC,,71-06 KISSENA BLVD,,FLUSHING,NY,11367,,04/16/2019
1317444,RESTAURANT WINE,341,RW,1,New York City,NASSAU,VENEZIA PIAAERIA & RESTAURANT LLC,,3338 HILLSIDE AVE,,NEW HYDE PARK,NY,11040,,04/16/2019
1317445,LIQUOR STORE,222,L,1,New York City,SUFFOLK,MAIN ST WINE & SPIRITS INC,,950 MAIN ST,,HOLBROOK,NY,11741,,04/16/2019
1317446,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,WAGAMAMA USA 2015 LLC,WAGAMAMA,1345 6TH AVE,,NEW YORK,NY,10105,,04/16/2019
1317447,RESTAURANT WINE,341,RW,1,New York City,BRONX,EL JAGUAR RESTAURANT CORP,,536 E 138TH ST,,BRONX,NY,10454,,04/16/2019
1317448,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,CHAROEN KARNKA INC,BKK EATERY,138 E 34TH ST,,NEW YORK,NY,10016,,04/16/2019
1317451,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,SMITHTOWN ENTERPRISE INC,MOBIL MART,278 W MAIN ST,,SMITHTOWN,NY,11787,,04/16/2019
1317455,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,KUSINA PINOY BISTRO S CORP,,69-16 ROOSEVELT AVE ,,WOODSIDE,NY,11377,,04/16/2019
1317456,GROCERY STORE BEER,122,A,1,New York City,WESTCHESTER,QUICK PICK 102 STATIONERY INC,,556 GRAMATAN AVE,,MOUNT VERNON,NY,10552,,04/17/2019
1317458,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,LEILU CORPORATION,LEILU,10 NEW ST,,HUNTINGTON,NY,11743,,04/17/2019
1317460,GROCERY STORE BEER,122,A,1,New York City,QUEENS,ASIAN SUPERMARKET INC,GROCERY TOPIA,116-24 QUEENS BLVD,,FOREST HILLS,NY,11375,,04/17/2019
1317461,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,ELJEFFEPARK INC,ELJEFFE PARK,214 PARKSIDE AVE,,BROOKLYN,NY,11226,,04/17/2019
1317462,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,DOWNTOWN YUMMY RESTAURANT INC,,39 41 E BROADWAY,,NEW YORK,NY,10002,,04/17/2019
1317463,GROCERY STORE BEER,122,A,1,New York City,QUEENS,MI ESQUINA DELI CORP,,43-01 31ST AVE,,ASTORIA,NY,11103,,04/17/2019
1317466,RESTAURANT WINE,341,RW,1,New York City,WESTCHESTER,ICHI YI CORP,,58 SAW MILL RIVER RD,,HAWTHORNE,NY,10532,,04/17/2019
1317468,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,MGC MINI MART INC,,1386 RANDALL AVE,,BRONX,NY,10474,,04/17/2019
1317469,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,BAYVIEW HOSPITALITY GROUP LLC,THE LAZY COW,42-07 BELL BLVD,,BAYSIDE,NY,11361,,04/17/2019
1317470,LIQUOR STORE,222,L,1,New York City,NEW YORK,WINE IS US CORP,,1230 3RD AVE,,NEW YORK,NY,10021,,04/17/2019
1317471,GROCERY STORE BEER,122,A,1,New York City,WESTCHESTER,FOUR SEASONS MARKETPLACE CORP,,537 WARBURTON AVE,,HASTINGS ON HUDSON,NY,10706,,04/17/2019
1317475,SUMMER O.P. FOOD & BEV,548,SL,1,New York City,KINGS,FIREBOAT LLC,MARINE CO 7,1 WATER ST,C,BROOKLYN,NY,11201,,04/17/2019
1317476,RESTAURANT WINE,341,RW,1,New York City,SUFFOLK,NOAH'S ON THE ROAD LLC,MATTITACO,10560 MAIN RD,,MATTITUCK,NY,11952,,04/17/2019
1317478,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,SOLID LIQUIDS LLC,,115 SAINT MARKS PL,,NEW YORK,NY,10009,,04/17/2019
1317479,"GROCERY BEER, WINE PROD",122,AX,1,New York City,WESTCHESTER,85 VIRGINIA ROAD INC,,85 VIRGINIA RD,,VALHALLA,NY,10595,,04/17/2019
1317482,RESTAURANT WINE,341,RW,1,New York City,BRONX,VICNAT DINER CORP,,948 OGDEN AVE,,BRONX,NY,10452,,04/17/2019
1317483,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,AKN ENTERPRISE INC,SHOP,386 COMMACK RD,,DEER PARK,NY,11729,,04/17/2019
1317486,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,YING MA CORP,,20 PELL ST,,NEW YORK,NY,10013,,04/17/2019
1317487,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,SALTY C'S LLC,,1026A PARK BLVD,,MASSAPEQUA PARK,NY,11762,,04/17/2019
1317489,RESTAURANT WINE,341,RW,1,New York City,KINGS,JOMAR TRADING INC,TACOS DEL REY,3168 CONEY ISLAND AVE,FL 1,BROOKLYN,NY,11235,,04/17/2019
1317490,RESTAURANT WINE,341,RW,1,New York City,SUFFOLK,SOSTI CORP,BLUE POINT DINER,145 MONTAUK HWY,,BLUE POINT,NY,11715,,04/17/2019
1317491,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,JACK DELI GROCERY CORP,,2085 VALENTINE AVE ,,BRONX,NY,10457,,04/17/2019
1317494,GROCERY STORE BEER,122,A,1,New York City,BRONX,JOHORA CORPORATION,GUNHILL CORNER CAFE & GOURMET DELI,900 E GUN HILL RD,,BRONX,NY,10469,,04/17/2019
1317496,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,BOTANICAL MARKET INC,,2220 BOSTON RD,,BRONX,NY,10467,,04/17/2019
1317501,RESTAURANT WINE,341,RW,1,New York City,QUEENS,JANE'S EATERY LTD,,215-05 NORTHERN BLVD,UNIT 2,BAYSIDE,NY,11361,,04/17/2019
1317504,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,KOKIO CHICKEN AND BEER CORP,,221-40 HORACE HARDING EXPY,,OAKLAND GARDENS,NY,11364,,04/17/2019
1317506,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,FIREHOUSE DELI AND GRILL INC,,177 WILSON AVE ,,BROOKLYN,NY,11237,,04/17/2019
1317508,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,BAYPORT MART INC,,698 MONTAUK HWY,,BAYPORT,NY,11705,,04/17/2019
1317510,SUMMER O.P. FOOD & BEV,548,SL,1,New York City,NASSAU,CONCERT MUTTONTOWN LLC,THE MUTTONTOWN CLUB POOL,5933 NORTHERN BLVD,,E NORWICH,NY,11732,,04/17/2019
1317514,SUMMER EATING PLACE BEER,441,SB,1,New York City,BRONX,"CHIPPER TRUCK CAFE INC, THE",,3545 JEROME AVE,,BRONX,NY,10467,,04/17/2019
1317515,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,88 NINTH AVENUE HOSPITALITY LLC,,88 9TH AVE,AKA 363 W 16TH ST,NEW YORK,NY,10011,,04/17/2019
1317518,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,CANASA CS CORP,CHIMICHANGA MEXICAN GRILL ,600 PORTION RD,STE 23,RONKONKOMA ,NY,11779,,04/18/2019
1317520,HOTEL LIQUOR,242,HL,1,New York City,WESTCHESTER,OLD POST AND PONY LLC,,954 OLD POST RD,,BEDFORD,NY,10506,,04/18/2019
1317522,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,CENADURIA LA PALMERA REAL LLC,,242 METROPOLITAN AVE ,,BROOKLYN,NY,11211,,04/18/2019
1317524,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,120 SECONDS LLC,,155 GREENPOINT AVE ,,BROOKLYN,NY,11222,,04/18/2019
1317525,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,VENOM SMOKE SHOP INC,,1002 MONTAUK HWY,,COPIAGUE ,NY,11726,,04/18/2019
1317528,"DRUG CHAIN, WINE PROD ",126,DX,1,New York City,QUEENS,CVS ALBANY LLC,CVS/PHARMACY #2718,178-02 HILLSIDE AVE ,,JAMAICA,NY,11432,,04/18/2019
1317533,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,PROSPECTIVE CROWN LLC,BAR MERIDIAN,406 PROSPECT PL,,BROOKLYN,NY,11238,,04/18/2019
1317534,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,AREPPAS 2 LLC,AREPPAS,115 E 23RD ST,,NEW YORK,NY,10010,,04/18/2019
1317535,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,MISSION CEVICHE UES INC,,1400 2ND AVE,,NEW YORK,NY,10021,,04/18/2019
1317536,GROCERY STORE BEER,122,A,1,New York City,KINGS,KINGS GATES GOURMET DELI & SUPER MARKET CORP,,349 NOSTRAND AVE,,BROOKLYN,NY,11216,,04/18/2019
1317538,RESTAURANT WINE,341,RW,1,New York City,QUEENS,LA SELVA BAR & RESTAURANT INC,,94-02 80TH ST,,OZONE PARK,NY,11416,,04/18/2019
1317539,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,PIER 17 GR RESTAURANT LLC & SEAPORT F&B LLC,,89 SOUTH ST,BUILDING A,NEW YORK,NY,10038,,04/18/2019
1317540,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,123 GPOINT LLC,,123 GREENPOINT AVE,,BROOKLYN,NY,11222,,04/18/2019
1317541,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,MATES GLOBAL LTD,,360 9TH AVE,,NEW YORK,NY,10001,,04/18/2019
1317542,LIQUOR STORE,222,L,1,New York City,NEW YORK,Y&S LIQUOR STORE CORP,,2593 FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10030,,04/18/2019
1317543,SUMMER O.P. FOOD & BEV,548,SL,1,New York City,WESTCHESTER,TARRYTOWN HOSPITALITY GROUP LLC,BARLEY ON THE HUDSON,236 GREEN ST,,TARRYTOWN,NY,10591,,04/18/2019
1317545,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,NORTH SHORE FARMS WHITSTONE LTD,NORTH SHORE FARMS,153-01 10TH AVE,,WHITSTONE,NY,11357,,04/18/2019
1317546,RESTAURANT WINE,341,RW,1,New York City,KINGS,278A 5TH AVENUE LLC,BONNIE'S GRILL ,278A 5TH AVE ,,BROOKLYN ,NY,11215,,04/18/2019
1317548,HOTEL LIQUOR,242,HL,1,New York City,NEW YORK,34 ENDEAVOR HOSPITALITY LLC,COURTYARD NEW YORK MIDTOWN WEST,461 W 34TH ST,,NEW YORK,NY,10001,,04/19/2019
1317549,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NASSAU,115 JERICHO CONVENIENCE INC,7 ELEVEN STORE #25690D,115 JERICHO TPKE,,JERICHO,NY,11753,,04/19/2019
1317553,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,SOTO MINI MARKET CORP,,333 CRESCENT ST,,BROOKLYN,NY,11208,,04/19/2019
1317558,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,JJ'S BRICK OVEN BISTRO LLC,THE GRIST MILL,144 MAIN ST,,EAST ROCKAWAY,NY,11518,,04/19/2019
1317563,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,HI LIFE NEW YORK LLC,,339 E 75TH ST ,,NEW YORK,NY,10021,,04/22/2019
1317564,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,BOTANICUS 43RD & 3RD INC,LE BOTANISTE,666 3RD AVE,,NEW YORK,NY,10017,,04/22/2019
1317565,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,ISLIP AVE MART INC,,1675 ISLIP AVE ,,CENTRAL ISLIP,NY,11722,,04/22/2019
1317567,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,331 PAS F&B MGMT LLC & 331 PAS PROPERTY OWNER LLC,,331 PARK AVE S,,NEW YORK,NY,10010,,04/22/2019
1317568,CABARET LIQUOR ,256,CR,1,New York City,WESTCHESTER,HOMESTYLE CATERERS & FOOD SERVICE LLC,HOMESTYLE GRILL AT SPRAIN,290 E GRASSY SPRAIN RD,,YONKERS              ,NY,10710,,04/22/2019
1317571,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,TASZO COFFEE LLC,,5 EDWARD MORGAN PL,,NEW YORK,NY,10032,,04/22/2019
1317572,LIQUOR STORE,222,L,1,New York City,WESTCHESTER,ELMSFORD DISCOUNT LIQUORS INC,,444 SAWMILL RIVER RD,,ELMSFORD,NY,10523,,04/22/2019
1317573,RESTAURANT WINE,341,RW,1,New York City,QUEENS,TAQUERIA CHILA CORP,,86-28 ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,,04/22/2019
1317574,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,NAUTICA MILE INC,SEAFOOD GRILL ON THE BAY,507 GUY LOMBARDO AVE,,FREEPORT,NY,11520,,04/22/2019
1317578,RESTAURANT WINE,341,RW,1,New York City,QUEENS,S&Y FAMLY INC,SEVEN CHINA,221-34 HORACE HARDING EXPY,,OAKLAND GARDENS,NY,11364,,04/22/2019
1317581,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,TABASCO MEXICAN GRILL INC,TABASCO MEXICAN GRILL,325 S RIVERSIDE AVE,,CROTON ON HUDSON,NY,10520,,04/22/2019
1317583,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,REX TAVERN NY LLC,REX TAVERN,2294 FIRST AVE,,NEW YORK,NY,10035,,04/22/2019
1317584,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NASSAU,7 ELEVEN INC,7 ELEVEN STORE #38350H,558 MERRICK RD,,LYNBROOK,NY,11563,,04/22/2019
1317586,LIQUOR STORE,222,L,1,New York City,QUEENS,B O B WINE & SPIRITS INC,SOUGLASTON WINE & LIQUORS,44-41 DOUGLASTON PKWY,,DOUGLASTON,NY,11363,,04/22/2019
1317588,LIQUOR STORE,222,L,1,New York City,QUEENS,JAMAICA DISCOUNT LIQUORS INC,,212-59 JAMAICA AVE,,QUEENS VILLAGE,NY,11428,,04/22/2019
1317590,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,APPLE VALLEY DELI CORP,,37-29 104TH ST ,,CORONA ,NY,11368,,04/22/2019
1317593,TAVERN WINE,344,TW,1,New York City,KINGS,BROOKLYN FARMACY & SODA FOUNTAIN INC,,513 HENRY ST,,BROOKLYN,NY,11231,,04/22/2019
1317594,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,CORONA MARKET PLACE INC,,39-19 111TH ST,,CORONA,NY,11368,,04/22/2019
1317597,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,233 PAS RESTAURANT INC,,233 PARK AVE S,,NEW YORK,NY,10003,,04/22/2019
1317600,RESTAURANT WINE,341,RW,1,New York City,NASSAU,GINO'S OF MANHASSET PIZZERIA RESTAURANT LLC,GINO'S PIZZA,451 PLANDOME RD,,MANHASSET,NY,11030,,04/22/2019
1317601,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,TASTINGS INC,,2162 2ND AVE,,NEW YORK,NY,10029,,04/22/2019
