License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Number,Agency Zone Office Name,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,ZIP,License Certificate Number,License Received Date
1315930,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,ELICOSMOR 1 LLC,BONJOUR CREPES & WINE,34-10 30TH AVE ,,ASTORIA,NY,11103,888774,01/29/2019
1315931,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,TEXAS DE BRAZIL (SMITH HAVEN) CORPORATION,TEXAS DE BRAZIL ,201 SMITH HAVEN MALL,ROOM L01 D,LAKE GROVE,NY,11755,,01/29/2019
1315933,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,MARINA HOSPITALITY LLC,WORLDS FAIR MARINA RESTAURANT & BANQUET,1 WORLDS FAIR MARINA,,FLUSHING,NY,11368,888756,01/29/2019
1315934,RESTAURANT WINE,341,RW,1,New York City,BRONX,UNITED WHITE PLAINS LLC,TACO BELL #35325,2165A WHITE PLAINS RD,,BRONX,NY,10462,,01/29/2019
1315935,MICRO BREWER,101,MI,1,New York City,QUEENS,BIG ALICE BREWING COMPANY LLC,,808 43RD RD,,LONG ISLAND CITY,NY,11101,,01/29/2019
1315936,COMBINED CRAFT MANUFACTURER,110,CM,1,New York City,QUEENS,BIG ALICE BREWING COMPANY LLC,,808 43RD RD,,LONG ISLAND CITY,NY,11101,,01/29/2019
1315938,RESTAURANT WINE,341,RW,1,New York City,QUEENS,MALABAN INC,ULTRA SPICY HOUSE,44-09 KISSENA BLVD,,FLUSHING,NY,11355,,01/29/2019
1315939,RESTAURANT WINE,341,RW,1,New York City,BRONX,2933 FULTON STREET RESTAURANT LLC	,EL FOGON RESTAURANT,1368 CASTLE HILL AVE,,BRONX,NY,10462,,01/29/2019
1315940,WHOLESALE BEER(CO),105,CO,1,New York City,NEW YORK,BEERTERNATIONAL LLC,,353 W 48TH ST ,SUITE #331,NEW YORK ,NY,10036,,01/29/2019
1315941,CIDER PRODUCER/WHOLESALER,304,CD,1,New York City,NEW YORK,BIG APPLE HARD CIDER INC,,32 UNION SQUARE E,#1007,NEW YORK,NY,10003,,01/29/2019
1315942,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,TO RESTAURANT & BAR INC,EUPHORIA,834 62ND ST,,BROOKLYN,NY,11220,,01/29/2019
1315943,LIQUOR STORE,222,L,1,New York City,KINGS,SOUTH BROOKLYN LIQUORS LLC,,3090 OCEAN AVE,,BROOKLYN,NY,11235,,01/29/2019
1315944,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,EL CLASICO CANDY CORP,,969 MANHATTAN AVE,,BROOKLYN,NY,11222,,01/29/2019
1315945,RESTAURANT WINE,341,RW,1,New York City,NASSAU,PERLAS RESTAURANT CORP,,140 FRONT ST,,HEMPSTEAD,NY,11550,,01/29/2019
1315946,WHOLESALE LIQUOR,203,LL,1,New York City,KINGS,C & R WINE CORPORATION,,169 B GARDNER AVENUE,GARDNER & MEADOW AVENUES,BROOKLYN,NY,11237,904066,01/29/2019
1315947,TAVERN WINE,344,TW,1,New York City,NEW YORK,DS1970 CORP,,793 BROADWAY,,NEW YORK,NY,10003,,01/29/2019
1315950,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,BOUNCE PING PONG LOUNGE INC,,22 W 32ND ST,FL 8,NEW YORK,NY,10001,,01/30/2019
1315951,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,NEW HOLLAND LLC,,2499 HOLLAND AVE,AKA 2499 BOSTON RD,BRONX,NY,10467,,01/30/2019
1315954,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,DAON NY INC,DAON,41-18 162ND ST,,FLUSHING,NY,11358,,01/30/2019
1315955,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,STONE RESTAURANT GROUP LLC,CORNERSTONE,286 288 JERICHO TPKE,,MINEOLA,NY,11501,,01/30/2019
1315958,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,UNION DELI AND GROCERY NY CORP,UNION DELI GROCERY,805 E 163RD ST,,BRONX,NY,10456,,01/30/2019
1315959,RESTAURANT WINE,341,RW,1,New York City,QUEENS,ESENCIA CAFE INC,CAFE ESENCIA ,68-38 FOREST AVE,STOREFRONT D,RIDGEWOOD,NY,11385,830784,01/30/2019
1315960,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NASSAU,BOLLA OPERATING L I CORP,KINGS 199 SUNRISE C-STORE,199 E SUNRISE HWY,,FREEPORT,NY,11520,903885,01/30/2019
1315963,RESTAURANT WINE,341,RW,1,New York City,QUEENS,LUCKYHE INC,,218-40 HILLSIDE AVE,,QUEENS VILLAGE,NY,11427,,01/30/2019
1315964,HOTEL LIQUOR,242,HL,1,New York City,QUEENS,35TH AVE HOTEL LLC,HOTEL INDIGO FLUSHING,36-18 MAIN ST ,,FLUSHING,NY,11354,,01/30/2019
1315965,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,LUCKY DELI GOURMET CORP,,932 BROADWAY,,BROOKLYN,NY,11206,904043,01/30/2019
1315966,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,CHIPOTLE MEXICAN GRILL OF COLORADO LLC ,CHIPOTLE MEXICAN GRILL #3265,2181 RALPH AVE ,,BROOKLYN,NY,11234,,01/30/2019
1315967,RESTAURANT WINE,341,RW,1,New York City,QUEENS,JW'S ASIAN FUSION INC,JJ'S ASIAN FUSION,37-05 31ST AVE,,ASTORIA,NY,11103,836062,01/30/2019
1315969,RESTAURANT WINE,341,RW,1,New York City,WESTCHESTER,FRESH OPA OF BRONXVILLE INC,OPAOPA FRESH CREEK,116 PONDFIELD RD,,BRONXVILLE,NY,10708,830733,01/30/2019
1315971,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,314 MATANZA DELI GROCERY #2 CORP,,314 E 188TH ST,,BRONX,NY,10458,,01/30/2019
1315974,EATING PLACE BEER,141,EB,1,New York City,QUEENS,"TWIN SLICE OF PIZZA CORP, THE",ANGELO'S GOURMET PIZZA,57-64 MASPETH AVE,,MASPETH,NY,11103,,01/30/2019
1315975,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,QUICK DELI II INC,,5310 4TH AVE ,,BROOKLYN,NY,11220,,01/30/2019
1315977,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,FRIENDS AND FAMILY DELI CORP,,59 W 170TH ST,,BRONX,NY,10452,,01/30/2019
1315979,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,JUICY JUICE CORP,JUICY JUICE GRILL & TABACCO,4005 9TH AVE,,BROOKLYN,NY,11232,,01/30/2019
1315981,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,NIRAMAN BEER & SMOKE INC,,863 W JERICHO TPKE,,SMITHTOWN,NY,11787,,01/30/2019
1315984,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,SERIE 56 DELI GROCERY INC,,1915 LEXINGTON AVE,,NEW YORK,NY,10035,,01/30/2019
1315985,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,GOOD GUYS DELI AND GROCERY INC,,207 22 HOLLIS AVE,,QUEENS VILLAGE,NY,11429,,01/30/2019
1315986,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,EAST VILLAGE DELI INC,,217 AVENUE A,,NEW YORK,NY,10009,,01/30/2019
1315987,"GROCERY BEER, WINE PROD",122,AX,1,New York City,WESTCHESTER,KAMILA GROCERY & DELI CORP,,131 YONKERS AVE,,YONKERS,NY,10701,,01/30/2019
1315988,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,OPERATION CRAFT I LLC,THE GREATS OF CRAFT,983 1ST AVE ,AKA 350 E 54TH ST,NEW YORK,NY,10022,,01/30/2019
1315989,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,TAKESHI SUSHI LLC,,28 GRAND ST,,NEW YORK,NY,10013,,01/30/2019
1315992,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,NY GIANT FARM INC,,211-14 HILLSIDE AVE ,,QUEENS VILLAGE,NY,11427,,01/30/2019
1315995,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,D PRIME INC,SUNG BOOK DONG,248-25 NORTHERN BLVD,1-K-L,LITTLE NECK,NY,11362,,01/30/2019
1315996,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,EPIC LOUNGE LLC,,122-01 ROCKAWAY BLVD ,,SOUTH OZONE PARK ,NY,11420,,01/30/2019
1315997,TAVERN WINE,344,TW,1,New York City,QUEENS,OK BILLIARDS INC,,35-18 150TH PL,CELLAR,FLUSHING,NY,11354,,01/30/2019
1316000,WHOLESALE LIQUOR,203,LL,1,New York City,NEW YORK,CASTLE BRANDS USA CORP,CASTLE BRANDS ,122 E 42ND ST STE 5000,STE 5000,NEW YORK,NY,10168,914413,01/30/2019
1316003,LIQUOR STORE,222,L,1,New York City,KINGS,WINE 365 INC,,385 4TH AVE,,BROOKLYN,NY,11215,,01/30/2019
1316021,RESTAURANT WINE,341,RW,1,New York City,SUFFOLK,RASI CORP,SCOTTO'S ITALIAN PORK STORE,25 W MONTAUK HWY,,HAMPTON BAYS,NY,11946,830801,01/31/2019
1316022,RESTAURANT WINE,341,RW,1,New York City,RICHMOND,NK JAPANESE ASIAN FUSION INC,NAKATA JAPANESE FUSION,1775D RICHMOND RD,,STATEN ISLAND,NY,10306,,01/31/2019
1316028,WHOLESALE WINE,303,WW,1,New York City,NEW YORK,WINE IN MOTION LLC,,116 NASSAU ST,STE 510,NEW YORK,NY,10038,,01/31/2019
1316030,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,KANEKEI INC,KANEKAY RAMEN,535 HUDSON ST,BASEMENT,NEW YORK,NY,10014,,01/31/2019
1316031,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,"CHOP HOUSE GROUP INC, THE",BAROSO,370 DOWNING DR,,YORKTOWN HEIGHTS,NY,10598,,02/01/2019
1316032,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,HUNGRY TIGER INC,,380A MARCUS GARVEY BLVD,,BROOKLYN,NY,11221,,02/01/2019
1316033,TAVERN WINE,344,TW,1,New York City,KINGS,HUDSON YARDS SPORTS & ENTERTAINMENT LLC,UNION SQUARE EVENTS,85 ROCKWELL PL,A/K/A 262 ASHLAND PLACE,BROOKLYN,NY,11217,903938,02/01/2019
1316034,GROCERY STORE BEER,122,A,1,New York City,NEW YORK,207 FOOD CORP,,542 W 207TH ST,,NEW YORK,NY,10034,,02/01/2019
1316038,HOTEL LIQUOR,242,HL,1,New York City,NEW YORK,NYC VALUE ADDED I LLC & A&B RESTAURANT GROUP LLC,DYLAN HOTEL,52 E 41ST ST,,NEW YORK,NY,10017,,02/01/2019
1316042,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,SPANGLISH NYC LLC,SPANGLISH NYC,40-04 BELL BLVD,,BAYSIDE,NY,11361,,03/13/2019
1316044,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,BARNES DELI FOOD MART CORP,,803 MORRIS PARK AVE ,,BRONX,NY,10462,,02/01/2019
1316045,GROCERY STORE BEER,122,A,1,New York City,KINGS,RW STAR DELI INC ,ROYAL DELI GRILL ,2024 CROPSEY AVE,,BROOKLYN,NY,11214,,02/02/2019
1316047,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,JAR DELI MARKET CORP,,501 W 134TH ST,,NEW YORK,NY,10031,,02/02/2019
1316050,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NASSAU,LA FAMILIA III CORP,LA FAMILIA,310 N MAIN ST ,,FREEPORT,NY,11520,,02/02/2019
1316052,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,LUCKY DELI & SUB INC,,20 FLOYD RD ,UNITS D & E ,SHIRLEY,NY,11967,,02/02/2019
1316055,LIQUOR STORE,222,L,1,New York City,KINGS,YOU & LIU LIQUORS INC,KEVINS LIQUORS,2216 PITKIN AVE ,,BROOKLYN,NY,11207,,02/02/2019
1316056,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,SOLALMA DELI GROCERY CORP,,380 E GUN HILL RD,,BRONX,NY,10467,,02/02/2019
1316057,GROCERY STORE BEER,122,A,1,New York City,KINGS,THUNDER DELI CORP,,725 NOSTRAND AVE,,BROOKLYN,NY,11216,,02/02/2019
1316058,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,PANINIS R US INC,HIGH TIDE TACO BAR,257 MAIN ST,,FARMINGDALE,NY,11735,888757,02/02/2019
1316059,RESTAURANT WINE,341,RW,1,New York City,QUEENS,LAO FU ZHOU INC,,83-11 BROADWAY ,,ELMHURST ,NY,11373,,02/02/2019
1316060,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,UOGASHI NEW YORK INC,UOGASHI ,318 W 51ST ST,,NEW YORK,NY,10019,,02/04/2019
1316062,RESTAURANT WINE,341,RW,1,New York City,WESTCHESTER,M & R RESTAURANT GROUP LLC,MAPLE & ROSE,690 MAMARONECK AVE,,MAMARONECK,NY,10543,,02/04/2019
1316063,ON-PREMISES LIQUOR,252,OP,1,New York City,RICHMOND,FRESH GRIND LLC,BUSY BEAN,2026 HYLAN BLVD,,STATEN ISLAND,NY,10306,,02/04/2019
1316064,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,AKASHA BAR & EVENT HALL INC,AKASHA,116-11 SUTPHIN BLVD,,JAMAICA,NY,11434,,02/04/2019
1316065,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,LPH ONE LLC,,33 CARMINE ST,,NEW YORK,NY,10014,,02/04/2019
1316066,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,LAZIZA DELI & GROCERY CORP,,418 EVERGREEN AVE,,BROOKLYN,NY,11221,,02/04/2019
1316067,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,CANAAN DELI CORP,,191 YORK ST,,BROOKLYN,NY,11201,,02/04/2019
1316070,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,KINGSBRIDGE BILLIARDS CORP,,24 26 W KINGSBRIDGE RD,,BRONX,NY,10468,,02/04/2019
1316071,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,FOGO DE CHAO CHURRASCARIA (WHITE PLAINS) LLC,FOGO DE CHAO,235 MAIN ST ,,WHITE PLAINS,NY,10601,,02/04/2019
1316072,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,EL MAMBI STEAKHOUSE CORP,,4181 BROADWAY,,NEW YORK,NY,10033,,02/04/2019
1316074,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,BLINK THAI CORP,,756 GRAND ST,STREET LEVEL STORE,BROOKLYN,NY,11211,,02/19/2019
1316075,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,CANCUN BAR & RESTAURANT CORP,MI TIERRA,7204 3RD AVE ,,BROOKLYN,NY,11209,,02/04/2019
1316076,RESTAURANT WINE,341,RW,1,New York City,NASSAU,SAPO MEAT CORP,IDEAL FOOD BASKET,856 874 MERRICK RD,,BALDWIN,NY,11510,,02/04/2019
1316077,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,SAPITOS II INC,,3168 E TREMONT AVE,,BRONX,NY,10461,,02/04/2019
1316078,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,CULTURE CLASH CORPORATION,BAYVIEW KITCHEN,393 BAYVIEW AVE,,AMITYVILLE,NY,11701,,02/05/2019
1316079,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,HOOKEDMTK INC,HOOKED,34 S ETNA AVE,STE 1,MONTAUK,NY,11954,,02/05/2019
1316080,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,2358 FOOD CORP,FOOD UNIVERSE MARKETPLACE,2358 UNIVERSITY AVE,,BRONX,NY,10468,,02/05/2019
1316081,SUMMER O.P. FOOD & BEV,548,SL,1,New York City,NEW YORK,PANDA BUBBLE TEA CP LLC,BALLFIELDS CAFE HOSTED BY PANDA BUBBLE TEA,1 HECKSCHER FIELDS,IN CENTRAL PARK,NEW YORK,NY,10023,888743,02/05/2019
1316082,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,BILWIN DEVELOPMENT AFFILIATES LLC & CONCORD HOSP ,ENTERPRISES COMPANY; SPRINGHILL SUITES BY MARRIOTT,109 MARBLEDALE RD,,TUCKAHOE,NY,10707,,02/05/2019
1316083,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,FOGO DE CHAO CHURRASCARIA LONG ISLAND LLC,FOGO DE CHAO ,217 OLD COUNTRY RD,,CARLE PLACE,NY,11514,,02/05/2019
1316084,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,FRESH AND HEALTHY FOOD INC,GOURMET MARKET & TOASTY CAFE,1019 FORT SALONGA RD,,FORT SALONGA,NY,11768,,02/05/2019
1316087,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,53RD STREET FINE DINING LLC& INVESTHOSPITALITY LLC,,610 LEXINGTON AVE,,NEW YORK,NY,10022,,02/05/2019
1316089,WINTER TAVERN WINE,352,ZT,1,New York City,KINGS,KANSASEXP NYC LLC,PASSPORT TO IRON CITY,470 DRIGGS AVE,,BROOKLYN,NY,11211,,02/05/2019
1316094,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,BARREL 79 LLC,,79 AUDUBON AVE,STORE 1 & 2,NEW YORK,NY,10032,,02/06/2019
1316095,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,PARADISE GROUP OF NY LLC,IL POZZO WINE BAR,46 ATLANTIC AVE,,LYNBROOK,NY,11563,,02/06/2019
1316096,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,LOULOU LLC,BABS,72 MACDOUGAL ST,,NEW YORK,NY,10012,,02/06/2019
1316097,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,SJEN ENTERPRISE INC,CUE BAR,45-18 BELL BLVD,,BAYSIDE,NY,11361,,02/06/2019
1316100,HOTEL LIQUOR,242,HL,1,New York City,NASSAU,WESTBURY PARTNERS LLC,HOLIDAY INN WESTBURY,369 OLD COUNTRY RD,,CARLE PLACE,NY,11514,,02/06/2019
1316103,RESTAURANT WINE,341,RW,1,New York City,KINGS,CYBELE LLC,A-POU'S TASTE,963 GRAND ST,,BROOKLYN,NY,11211,,02/06/2019
1316104,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,87 WALKER HOSPITALITY LLC,NO 87,87 WALKER ST ,GROUND FLOOR,NEW YORK,NY,10013,,02/06/2019
1316105,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,329 HOSPITALITY GROUP LLC,,329 COLUMBUS AVE,STORE 3 AKA 57 W 75TH ST,NEW YORK,NY,10023,,02/06/2019
1316107,RESTAURANT WINE,341,RW,1,New York City,QUEENS,SDC-37 LLC,BURGERIM,40-17 BROADWAY,,ASTORIA,NY,11103,,02/06/2019
1316108,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,PARKSIDE BAR 278 LLC,,309 KNICKERBOCKER AVE,,BROOKLYN,NY,11237,,02/06/2019
1316109,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,MF SEAPORT LLC,MALIBU FARM,89 SOUTH ST,BUILDING D/E,NEW YORK,NY,10038,,02/06/2019
1316112,"GROCERY BEER, WINE PROD",122,AX,1,New York City,WESTCHESTER,HARRISON CARDS & CONVENIENCE INC,BIG TOP PACKAGING DEPOT,353 HALSTEAD AVE,,HARRISON,NY,10528,,02/07/2019
1316114,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NASSAU,FUEGO PICANTE CORP,,911 913 FRONT ST,,UNIONDALE,NY,11553,,02/07/2019
1316116,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,EMPIRE CONVENIENCE INC,,57 1ST AVE,,NEW YORK,NY,10003,,02/07/2019
1316119,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,GURU KRUPA 104 CORP,,104-10 ATLANTIC AVE,,OZONE PARK,NY,11416,,02/07/2019
1316122,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,GREENPOINT EXPRESSWAY INC,,35-15 GREENPOINT AVE ,,LONG ISLAND CITY,NY,11101,,02/07/2019
1316125,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NASSAU,7 ELEVEN INC,7 ELEVEN STORE #32951H,2090A  HILLSIDE AVE,,NEW HYDE PARK  ,NY,11040,,02/07/2019
1316127,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,QUEENS,7 ELEVEN INC,7 ELEVEN STORE 35050H,22-29 31ST ST,,ASTORIA ,NY,11105,903936,02/07/2019
1316128,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,MOMMA ZEE'S FOOD TO PLEZ CORP,,157 W 123RD ST,,NEW YORK,NY,10027,,02/07/2019
1316129,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,FIRST STOP GROCERY NY CORP,,5316 3RD AVE,,BROOKLYN,NY,11220,,02/07/2019
1316130,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,YUNIOR DELI & GROCERY INC,,4523 6TH AVE,,BROOKLYN,NY,11220,,02/07/2019
1316133,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,LA MORENA MEXICAN GRILL INC,LA MORENA MEXICAN GRILL,380A LARKFIELD RD,,E NORTHPORT,NY,11731,,02/07/2019
1316136,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,GENESIS DELI CORP,,984 JENNINGS ST,,BRONX,NY,10460,,02/07/2019
1316140,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,EL MANGU RESTAURANT INC,,80 W KINGSBRIDGE RD,,BRONX,NY,10468,,02/07/2019
1316141,LIQUOR STORE,222,L,1,New York City,QUEENS,W&S AGI LLC,,30-57 90TH ST,,EAST ELMHURST,NY,11369,,02/07/2019
1316143,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,HOT JALAPENO RESTAURANT CORP,,219 E 116 ST ,,NEW YORK,NY,10029,,02/07/2019
1316144,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,GDAN INC,TNT,182B MERRITT RD,,FARMINGDALE ,NY,11735,,02/07/2019
1316149,TAVERN WINE,344,TW,1,New York City,KINGS,DAYTIME INC,DAYTIME,199 WINDSOR PL,,BROOKLYN,NY,11215,,02/07/2019
1316150,RESTAURANT WINE,341,RW,1,New York City,QUEENS,LA NUEVA COLONIA BAR RESTAURANT INC,,184-15 JAMAICA AVE,,HOLLIS,NY,11423,,02/07/2019
1316153,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,EESHANK INCORPORATION,7 ELEVEN STORE #15879A,1236 MONTAUK HWY,,MASTIC,NY,11950,,02/11/2019
1316156,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,HHC BLOCKHOUSE LLC,BLOCKHOUSE,84 SOUTH ST,,NEW YORK,NY,10038,,02/11/2019
1316157,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,TATTY'S DELI GROCERY CORP,,87-01 95TH ST,,WOODHAVEN,NY,11421,,02/11/2019
1316160,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,MAHANT 328 INC,7 ELEVEN STORE #11163A,328 DEPOT RD,,HUNTINGTON STATION,NY,11746,,02/11/2019
1316163,LIQUOR STORE,222,L,1,New York City,WESTCHESTER,R AND D LIQUOR LLC,ALL SEASONS WINE & SPIRITS,3333 CROMPOND RD,UNIT 4,YORKTOWN HEIGHTS,NY,10598,,02/11/2019
1316165,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,NARDEO SUKHDEO,CANJE AFTER SIX DELI & GROCERY,124-19 95TH AVE,,S RICHMOND HILL,NY,11419,,02/11/2019
1316167,LIQUOR STORE,222,L,1,New York City,NEW YORK,HUDSON YARDS LIQUORS INC,,538 W 28TH ST,,NEW YORK,NY,10001,,02/11/2019
1316168,"GROCERY BEER, WINE PROD",122,AX,1,New York City,RICHMOND,FRANCHEY GROCERY CORP,,490 BROADWAY,,STATEN ISLAND,NY,10310,,02/11/2019
1316169,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,PRAMUKH 79 INC,E SMOKE & CONVENIENCE,79-20 ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,,02/11/2019
1316173,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NEW YORK,TARGET CORPORATION,TARGET STORE T-3321,512 2ND AVE,,NEW YORK,NY,10016,904041,02/11/2019
1316175,ON-PREMISES LIQUOR,252,OP,1,New York City,RICHMOND,YIORGOS RESTAURANT ENT INC,ANDREW'S DINER,4160 HYLAN BLVD,WALNUT ST & HEINZ AVENUE,STATEN ISLAND,NY,10308,,02/11/2019
1316176,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,CHAMPION GROCERY & DELI CORP,,99-22 NORTHERN BLVD,,CORONA,NY,11368,,02/11/2019
1316179,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,BURKE CANDY & CONVENIENCE CORP,,702 BURKE AVE ,,BRONX,NY,10467,,02/11/2019
1316180,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,ALE PORT LLC,ALE'PORT,611 PORT WASHINGTON BLVD,,PORT WASHINGTON,NY,11050,,02/11/2019
1316182,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NASSAU,BHAKTI 50 INC,IN N OUT CONVENIENCE & SMOKE SHOP,50 W SUNRISE HWY,,VALLEY STREAM,NY,11581,,02/11/2019
1316185,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,T Y P RESTAURANT GROUP INC,TENDER GREENS,1065 6TH AVE,,NEW YORK,NY,10018,,02/11/2019
1316187,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,ENS COFFEE POT INC,THE COFFEE POT,3103 30TH AVE,,ASTORIA,NY,11102,,02/11/2019
1316188,TAVERN WINE,344,TW,1,New York City,KINGS,SHIPWRECK SEAFOOD BOUTIQUE LLC,,1047 BEDFORD AVE,,BROOKLYN,NY,11216,,02/11/2019
1316189,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,PUB 138 INC,LOCAL 138,181 ORCHARD ST,,NEW YORK,NY,10002,,02/11/2019
1316190,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,A LOTTA BULL INC,PRIME HOUSE,910 FRANKLIN AVE ,,GARDEN CITY,NY,11530,,02/11/2019
1316191,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,LONG ISLAND DELICATESSEN INC,ISLAND DELI,1888 NEW YORK AVE,,HUNTINGTON STATION,NY,11746,,02/11/2019
1316194,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,SALTBAE NY LLC,,220 PARK AVE S,,NEW YORK,NY,10003,,02/11/2019
1316195,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,WBNC RESTAURANT MANAGEMENT LLC,MADROCK,688 10TH AVE ,STORE 1,NEW YORK,NY,10019,888731,02/11/2019
1316196,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,CRAVINGS GROUP CORP,CRAVINGS,1499 E 15TH ST,,BROOKLYN,NY,11230,,02/11/2019
1316197,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,53 BROADWAY RESTAURANT LLC,,53 BROADWAY,,BROOKLYN,NY,11249,,02/11/2019
